1,-62816,-15565,28887,17022,11508,778.38,18128,25087,7451.5,-5292.7,-3246,12800,15936,-947.96,-11636,-8123.6,-2073.2,568.65,11156,-7110.1,5626.8,3470.5,-2878.8,-404.83,877.89,-8044.8,2911.3,-3458.3,-9240.5,-312.44,1773.2,-6159.1,3750,-1482.9,584.3,-7872.6,-2288.6,2540.5,2279.5,2862.5,-2157,-1736.1,-3553.8,-6390.4,432.52,4356.3,-2655,117.27,-646.38,-909.41,564.17,-4184,1110,-1378.4,-2792.8,3399,1573.6,1334.2,-391.01,989.93,-3926.6,-3189.5,929.93,-1230.2,-1937.8
1,-64591,-57255,-42839,9857,-12833,-9874.3,6911.8,-16969,-5098.9,-19733,14531,14165,2697.8,-4967.7,9416,18030,1131.4,-1888,7479.9,-10012,7470.8,5895.6,-4104.5,7292,-1813.1,-2159.7,1542.9,7653.4,-5620.5,-2192.2,6781.6,3995,7472.5,5410.9,-2067.2,-6570.1,2877.2,4105.3,-3689.6,8021,3223.7,4168.4,-4099,3388.1,4587.7,-3086.5,-3179.4,911.7,-164.32,-2299.2,6140.3,573.03,5396.1,-1631.3,-1006.4,-2420.1,733.98,-1257.6,-6747.2,2097.2,-384.39,-3585.7,-2139.5,-2148.1,6824.7
1,-71331,-8098.7,-4758.7,-10205,-25372,12560,-22648,-8324.9,389.03,22252,-677.12,-8610.3,-5401.2,3265.9,8473.6,938.78,10176,-3814.8,-1091.3,713.28,-1795.1,642.46,2383.4,-2564.9,1119.7,-2053.3,-2426,-1400.5,7375.8,6046.6,931.99,1050.5,-752.45,-1287.3,-944.87,-5761.7,-3512.9,-3640.8,-116.04,-731.46,-653.8,1100.8,-1092.8,-5880.5,-36.369,-1276.1,649.27,1097.5,-919.32,-485.91,-1276.5,-1677.2,602.55,2412.6,-3404.6,2047,-944.69,793.77,3859,-1100.6,-249.32,1184.3,-1511.8,306.17,-4006.8
1,-72522,-29667,301.77,-5701.8,-22264,3749,-11622,-9679.5,-1166.6,8856,-1979.1,-13603,-12509,-3524.6,-833.45,7725.4,8844.6,-212.38,-1028.4,2639.4,-3756.9,-773.99,4439.9,-2371.8,2604.9,4742.7,-4094.2,-1104.4,9258,-3517.1,2970.9,1476.6,-8901.8,3808.5,1455.2,-986.18,-938.53,-4346.9,-2385.4,1172,-184.99,940.99,1016.9,4498.6,-1208.3,-178.04,1854.5,-2148.3,-2032.4,-1242.7,-4767.9,1723.6,1032.8,-1045.6,792.5,-2720.9,4807.2,5000.9,-2364.5,-2281.6,4063.1,650.71,1557.4,-496.27,-3094.4
1,-52909,4951.3,36303,5086.7,17010,6317.4,5980.9,15781,11858,5681,-5042.5,752.28,5832.2,-1597.5,-14808,-6547.5,1112.4,8455.1,613.85,-2331,5829.5,5958.3,-3329.7,1876.8,-7408.6,-9205.8,-3498.2,-6179,-7936.2,2222.5,-2252.9,-5739.1,3168.4,212.86,-3422.4,-1350.3,3433.2,-4323.4,3683.2,-2496.5,-8156.8,-86.33,2054.8,-5811.9,-2399.6,7714.6,2336.8,-2917.4,195.42,-1410.7,5031,1402.5,-2947.5,423.89,210.21,6494,1623.8,1848.8,2768.2,2471.5,-121.85,1842.8,2450.7,-1116.9,-7123.1
1,-77430,-36215,14977,20043,620.1,670.03,7624.7,12677,3607.3,-1237.8,-4133.9,-816.55,-4031.4,1874.4,-4814.5,1596.2,3042.4,2904,-2879.6,-3547.1,-2698.6,-1429.6,3778.1,-199.26,2294.2,-803.84,-1365.1,-77.917,1464.1,-1138.5,-3727.1,2955.4,940.84,1494.4,2603.1,248.55,-2920,-141.44,-61.261,-1400.3,2626.2,867.64,-1884.1,1131.5,-1022.1,-2967.1,914.72,306.66,1178.6,-968.75,-3272.5,-5748.1,-107.24,-124.67,-1740.9,-2270.5,-1818.6,-64.005,-318.56,-2293.2,-277.39,1549,1087.8,-3227.9,3915.6
1,-49335,-57329,-20662,35576,23868,-25567,10445,-21541,-12948,-6786.6,13387,4375.7,-10761,6935.7,15565,9521.7,-13321,-6809.9,-4803.8,-137.27,-4397.4,7035.8,-4936.7,5220.5,-3882.5,3131.9,1289.7,5657.5,-6050.6,3022.5,-4708.4,2314.6,-874.4,155.98,-6964.7,1939.7,-184.6,-5226,3792.8,8420.4,1981.2,724.58,5048.7,261.1,-4832.3,7440.5,4203.8,-3294.4,280.98,401.05,4481.9,-530.97,623.75,3482.2,1217.4,1097,-95.066,-1153,-3232.5,3452,-5577.5,-1795.7,6545.3,3137.7,354.33
1,-68644,-33110,-5380.9,4658.3,-13553,639.55,-14002,-19915,4327.9,-781.5,3545.1,-17010,-17056,-2403.7,7319.1,9001.4,7340,3036.5,-14222,-6403.8,3610.3,248.24,4602.4,-2558.2,-1516.7,4616.4,-5321.6,652.81,-1303.2,-3624.8,-4092.1,7158,-7155,-3713.4,-2966.6,892.18,99.37,-5032,-2175.9,-3541.5,551.73,1802.6,569.99,3772.3,-1078.8,1208.6,3101.7,-1473.7,537.38,-330.02,-2988.2,3664.7,-1393.5,2232,-2564.8,-2786.4,2666.7,1059.6,-2229.8,54.067,3007.8,3366.4,-3247.8,1319.8,84.257
1,-74848,-13148,507.93,-16314,-32992,8988.5,-11741,4846.9,-3731.8,21647,-506,1214.5,-2729.7,4084.8,2526,4236.9,3672.8,1497.5,3440.6,5678.4,-6012.7,348.19,470.73,-97.46,-2879.4,-1095.3,-1816.8,-2027,8627.8,-2446.2,6761.9,3915.4,-5845.1,-207.72,1050.7,-1587.9,-2095,-4979.4,-2058.9,-1262.9,1728.8,1073.1,2229.4,23.609,-3264.8,2492,2029.4,-733.1,-2537.7,-2510.8,-7279.3,4787.5,-494.34,4112.5,-2465.8,14.489,1165.2,-2944.7,401.04,-1801.4,874.33,585.94,-281.8,3284,-4206.7
1,-43634,-35976,17820,4911.5,27652,-13861,24846,12948,-5264.6,-13545,15412,16185,-4908.1,4281.8,2048.2,16628,-20042,2484.6,7689.4,-7396.8,-5923.2,-8945,1784.7,14602,2096,12386,6556.7,-4769.5,-5428.4,-13155,8571.2,-866.62,-3933.6,8780,4927.2,9786.5,-851.28,4740.8,187.05,1456.8,-1863.7,-688.53,4103.5,17225,-435.36,5776,3300.3,-1071.7,-4033.3,-1046.2,1928,4203.4,-6443,-3236.6,276.58,-1112.1,-3402,-1882.6,-4665.5,1337.4,6370.1,4414.6,4819.2,-1469.1,-19.654
